"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Ellington School District","901325360","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","4.8"
"Ellington School District","901325360","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","20.2"
"Ellington School District","901325360","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.9"
"Ellington School District","901325360","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","4.6"
"Ellington School District","901325360","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","19.9"
"Ellington School District","901325360","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.8"
"Ellington School District","901325360","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","5.4"
"Ellington School District","901325360","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","19.3"
"Ellington School District","901325360","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.6"
"Ellington School District","901325360","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","6.2"
"Elm City College Preparatory School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","2.3"
"Elm City College Preparatory School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Elm City College Preparatory School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","4.9"
"Elm City College Preparatory School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","6.0"
"Elm City College Preparatory School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","5.6"
"Elm City College Preparatory School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","6.1"
"Elm City College Preparatory School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","6.9"
"Elm City College Preparatory School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","9.8"
"Elm City College Preparatory School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.4"
"Elm City College Preparatory School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","8.0"
"Elm City College Preparatory School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","7.0"
"Elm City College Preparatory School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","10.2"
"Elm City College Preparatory School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","12.0"
"Elm City College Preparatory School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City College Preparatory School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Elm City Montessori School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Elm City Montessori School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Enfield School District","900325990","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","20.5"
"Enfield School District","900325990","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.9"
"Enfield School District","900325990","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","8.1"
"Enfield School District","900325990","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","20.3"
"Enfield School District","900325990","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.6"
"Enfield School District","900325990","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","8.0"
"Enfield School District","900325990","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","20.6"
"Enfield School District","900325990","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.3"
"Enfield School District","900325990","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","8.3"
"Enfield School District","900325990","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","19.4"
"Enfield School District","900325990","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.8"
"Enfield School District","900325990","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","8.2"
"Enfield School District","900325990","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","20.6"
"Enfield School District","900325990","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.8"
"Enfield School District","900325990","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","7.8"
"Enfield School District","900325990","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","17.4"
"Enfield School District","900325990","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.9"
"Enfield School District","900325990","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","6.5"
"Enfield School District","900325990","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","20.0"
"Enfield School District","900325990","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.3"
"Enfield School District","900325990","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","5.8"
"Enfield School District","900325990","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","17.0"
"Enfield School District","900325990","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.3"
"Enfield School District","900325990","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","5.1"
"Enfield School District","900325990","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","21.8"
"Enfield School District","900325990","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.7"
"Enfield School District","900325990","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","8.4"
"Essex School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","2.7"
"Essex School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","0.0"
"Essex School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","2.0"
"Essex School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Essex School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Essex School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Essex School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Explorations District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","17.4"
"Explorations District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","57.1"
"Explorations District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Explorations District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","32.7"
"Explorations District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","44.0"
"Explorations District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Explorations District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","22.2"
"Explorations District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","28.6"
"Explorations District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","27.6"
"Explorations District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","42.4"
"Explorations District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","22.4"
"Explorations District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","20.4"
"Explorations District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","30.0"
"Explorations District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","31.3"
"Explorations District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","35.8"
"Explorations District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Explorations District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Fairfield School District","900126620","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","16.0"
"Fairfield School District","900126620","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.0"
"Fairfield School District","900126620","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.3"
"Fairfield School District","900126620","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","8.4"
"Fairfield School District","900126620","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.4"
"Fairfield School District","900126620","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","2.9"
"Fairfield School District","900126620","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","10.0"
"Fairfield School District","900126620","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.3"
"Fairfield School District","900126620","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Fairfield School District","900126620","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","11.0"
"Fairfield School District","900126620","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.8"
"Fairfield School District","900126620","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Fairfield School District","900126620","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","8.9"
"Fairfield School District","900126620","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.1"
"Fairfield School District","900126620","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.3"
"Fairfield School District","900126620","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","11.9"
"Fairfield School District","900126620","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","6.9"
"Fairfield School District","900126620","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","4.6"
"Fairfield School District","900126620","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","11.7"
"Fairfield School District","900126620","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","6.9"
"Fairfield School District","900126620","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Fairfield School District","900126620","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","10.9"
"Fairfield School District","900126620","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.9"
"Fairfield School District","900126620","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","4.7"
"Fairfield School District","900126620","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","12.3"
"Fairfield School District","900126620","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.4"
"Fairfield School District","900126620","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","5.6"
"Farmington School District","900327600","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","14.7"
"Farmington School District","900327600","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.1"
"Farmington School District","900327600","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.6"
"Farmington School District","900327600","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","22.2"
"Farmington School District","900327600","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","17.6"
"Farmington School District","900327600","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","5.3"
"Farmington School District","900327600","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","15.7"
"Farmington School District","900327600","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.7"
"Farmington School District","900327600","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","5.4"
"Farmington School District","900327600","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","17.9"
"Farmington School District","900327600","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","12.0"
"Farmington School District","900327600","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","4.6"
"Farmington School District","900327600","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","12.7"
"Farmington School District","900327600","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Farmington School District","900327600","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Farmington School District","900327600","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","16.0"
"Farmington School District","900327600","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.8"
"Farmington School District","900327600","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","3.1"
"Farmington School District","900327600","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","13.5"
"Farmington School District","900327600","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.3"
"Farmington School District","900327600","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","3.4"
"Farmington School District","900327600","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","14.3"
"Farmington School District","900327600","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.6"
"Farmington School District","900327600","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Farmington School District","900327600","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","15.6"
"Farmington School District","900327600","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.8"
"Farmington School District","900327600","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","3.9"
"Franklin School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","7.5"
"Franklin School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","0.0"
"Franklin School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","4.8"
"Franklin School District","","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Franklin School District","","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Franklin School District","","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","11.7"
"Glastonbury School District","900331240","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.9"
"Glastonbury School District","900331240","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","2.8"
"Glastonbury School District","900331240","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","7.8"
"Glastonbury School District","900331240","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.6"
"Glastonbury School District","900331240","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","2.9"
"Glastonbury School District","900331240","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","8.4"
"Glastonbury School District","900331240","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Glastonbury School District","900331240","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","9.6"
"Glastonbury School District","900331240","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.8"
"Glastonbury School District","900331240","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Glastonbury School District","900331240","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","8.6"
"Glastonbury School District","900331240","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.0"
"Glastonbury School District","900331240","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","2.1"
"Glastonbury School District","900331240","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","2.5"
"Glastonbury School District","900331240","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Glastonbury School District","900331240","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","2.4"
"Glastonbury School District","900331240","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","10.7"
"Glastonbury School District","900331240","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.9"
"Glastonbury School District","900331240","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","2.6"
"Glastonbury School District","900331240","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","12.2"
"Glastonbury School District","900331240","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.6"
"Glastonbury School District","900331240","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","3.5"
"Granby School District","900332640","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","14.5"
"Granby School District","900332640","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","22.6"
"Granby School District","900332640","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","3.7"
"Granby School District","900332640","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.8"
"Granby School District","900332640","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","19.1"
"Granby School District","900332640","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","3.4"
"Granby School District","900332640","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","16.9"
"Granby School District","900332640","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.9"
"Granby School District","900332640","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","16.8"
"Granby School District","900332640","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","3.7"
"Granby School District","900332640","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","20.7"
"Granby School District","900332640","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Granby School District","900332640","2016-2017","Eligible For Free Lunch","Chronically Absent Students","Percent","21.8"
"Granby School District","900332640","2016-2017","Eligible For Reduced Lunch","Chronically Absent Students","Percent","17.1"
"Granby School District","900332640","2016-2017","Not Eligible For Lunch","Chronically Absent Students","Percent","3.9"
"Granby School District","900332640","2017-2018","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2017-2018","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2017-2018","Not Eligible For Lunch","Chronically Absent Students","Percent","3.3"
"Granby School District","900332640","2018-2019","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2018-2019","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2018-2019","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Granby School District","900332640","2019-2020","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2019-2020","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Granby School District","900332640","2019-2020","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Great Oaks Charter School Bridgeport","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
