"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Capital Preparatory Harbor School Inc. District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Capital Preparatory Harbor School Inc. District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","20.0"
"Capital Preparatory Harbor School Inc. District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Capital Preparatory Harbor School Inc. District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","9.4"
"Capitol Region Education Council","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","22.6"
"Capitol Region Education Council","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.2"
"Capitol Region Education Council","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","9.8"
"Capitol Region Education Council","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","21.9"
"Capitol Region Education Council","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.3"
"Capitol Region Education Council","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Capitol Region Education Council","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","20.9"
"Capitol Region Education Council","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.4"
"Capitol Region Education Council","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","8.8"
"Capitol Region Education Council","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","23.8"
"Capitol Region Education Council","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.7"
"Capitol Region Education Council","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","8.4"
"Capitol Region Education Council","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","18.0"
"Capitol Region Education Council","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.4"
"Capitol Region Education Council","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","6.2"
"Chaplin School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","25.6"
"Chaplin School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","7.1"
"Chaplin School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","8.7"
"Chaplin School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","13.8"
"Chaplin School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","12.7"
"Chaplin School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chaplin School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","9.5"
"Charter School for Young Children on Asylum Hill","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Charter School for Young Children on Asylum Hill","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-6666"
"Cheshire School District","900914160","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","16.5"
"Cheshire School District","900914160","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.6"
"Cheshire School District","900914160","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.7"
"Cheshire School District","900914160","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","11.7"
"Cheshire School District","900914160","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Cheshire School District","900914160","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","3.7"
"Cheshire School District","900914160","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","17.8"
"Cheshire School District","900914160","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Cheshire School District","900914160","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.4"
"Cheshire School District","900914160","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","12.3"
"Cheshire School District","900914160","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","7.7"
"Cheshire School District","900914160","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","3.4"
"Cheshire School District","900914160","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","17.3"
"Cheshire School District","900914160","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.6"
"Cheshire School District","900914160","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","4.3"
"Chester School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","5.4"
"Chester School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","26.9"
"Chester School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","6.8"
"Chester School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.0"
"Chester School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Chester School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Clinton School District","900715350","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","18.2"
"Clinton School District","900715350","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.6"
"Clinton School District","900715350","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","9.2"
"Clinton School District","900715350","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.2"
"Clinton School District","900715350","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.9"
"Clinton School District","900715350","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","5.8"
"Clinton School District","900715350","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","17.0"
"Clinton School District","900715350","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Clinton School District","900715350","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.8"
"Clinton School District","900715350","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","13.6"
"Clinton School District","900715350","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","12.6"
"Clinton School District","900715350","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","5.0"
"Clinton School District","900715350","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","10.6"
"Clinton School District","900715350","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.0"
"Clinton School District","900715350","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","4.0"
"Colchester School District","901115910","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","5.0"
"Colchester School District","901115910","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colchester School District","901115910","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","2.2"
"Colchester School District","901115910","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","12.2"
"Colchester School District","901115910","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.8"
"Colchester School District","901115910","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","5.1"
"Colchester School District","901115910","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","11.8"
"Colchester School District","901115910","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.8"
"Colchester School District","901115910","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.1"
"Colchester School District","901115910","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.3"
"Colchester School District","901115910","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.1"
"Colchester School District","901115910","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","2.6"
"Colchester School District","901115910","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","12.9"
"Colchester School District","901115910","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colchester School District","901115910","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","4.7"
"Colebrook School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","0.0"
"Colebrook School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Colebrook School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Columbia School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","7.1"
"Columbia School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","3.3"
"Columbia School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","0.0"
"Columbia School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","9.1"
"Columbia School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","4.7"
"Columbia School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Columbia School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.4"
"Common Ground High School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","16.7"
"Common Ground High School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Common Ground High School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Common Ground High School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","17.7"
"Common Ground High School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Common Ground High School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","12.9"
"Common Ground High School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","24.7"
"Common Ground High School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Common Ground High School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","7.6"
"Common Ground High School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","25.7"
"Common Ground High School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Common Ground High School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Common Ground High School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","22.6"
"Common Ground High School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Common Ground High School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Connecticut","9","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","20.0"
"Connecticut","9","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.7"
"Connecticut","9","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","6.8"
"Connecticut","9","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","20.9"
"Connecticut","9","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.4"
"Connecticut","9","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","6.9"
"Connecticut","9","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","20.1"
"Connecticut","9","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.2"
"Connecticut","9","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","6.2"
"Connecticut","9","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","19.9"
"Connecticut","9","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.8"
"Connecticut","9","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","5.8"
"Connecticut","9","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","17.7"
"Connecticut","9","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.2"
"Connecticut","9","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","5.3"
"Connecticut Technical High School System","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","14.8"
"Connecticut Technical High School System","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.3"
"Connecticut Technical High School System","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","6.8"
"Connecticut Technical High School System","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","16.3"
"Connecticut Technical High School System","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.2"
"Connecticut Technical High School System","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","8.9"
"Connecticut Technical High School System","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","18.3"
"Connecticut Technical High School System","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.6"
"Connecticut Technical High School System","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","8.8"
"Connecticut Technical High School System","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","18.9"
"Connecticut Technical High School System","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","10.0"
"Connecticut Technical High School System","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","9.6"
"Connecticut Technical High School System","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","18.6"
"Connecticut Technical High School System","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.5"
"Connecticut Technical High School System","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","8.3"
"Cooperative Educational Services","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","19.0"
"Cooperative Educational Services","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","19.7"
"Cooperative Educational Services","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","15.8"
"Cooperative Educational Services","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","26.5"
"Cooperative Educational Services","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","18.1"
"Cooperative Educational Services","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","15.9"
"Cooperative Educational Services","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","25.5"
"Cooperative Educational Services","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.3"
"Cooperative Educational Services","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","13.3"
"Cooperative Educational Services","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","29.3"
"Cooperative Educational Services","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","18.3"
"Cooperative Educational Services","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","15.3"
"Cooperative Educational Services","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","27.6"
"Cooperative Educational Services","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","18.8"
"Cooperative Educational Services","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","12.1"
"Cornwall School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Cornwall School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","0.0"
"Cornwall School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Cornwall School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Cornwall School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Cornwall School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","0.0"
"Cornwall School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Cornwall School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-6666"
"Cornwall School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","-9999"
"Coventry School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","13.7"
"Coventry School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Coventry School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","5.1"
"Coventry School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","15.7"
"Coventry School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","13.7"
"Coventry School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","5.3"
"Coventry School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","10.9"
"Coventry School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","16.3"
"Coventry School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.1"
"Coventry School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","15.1"
"Coventry School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Coventry School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","4.9"
"Coventry School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","14.7"
"Coventry School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Coventry School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","3.9"
"Cromwell School District","","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","12.9"
"Cromwell School District","","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","14.1"
"Cromwell School District","","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.9"
"Cromwell School District","","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","10.2"
"Cromwell School District","","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Cromwell School District","","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","3.7"
"Cromwell School District","","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","13.6"
"Cromwell School District","","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","11.0"
"Cromwell School District","","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.8"
"Cromwell School District","","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","9.3"
"Cromwell School District","","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Cromwell School District","","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","1.8"
"Cromwell School District","","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","4.6"
"Cromwell School District","","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Cromwell School District","","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","1.1"
"Danbury School District","900118500","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","16.3"
"Danbury School District","900118500","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","8.8"
"Danbury School District","900118500","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","10.1"
"Danbury School District","900118500","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","15.2"
"Danbury School District","900118500","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","9.2"
"Danbury School District","900118500","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","7.9"
"Danbury School District","900118500","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","9.1"
"Danbury School District","900118500","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","3.8"
"Danbury School District","900118500","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","4.0"
"Danbury School District","900118500","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","9.8"
"Danbury School District","900118500","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","4.7"
"Danbury School District","900118500","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","5.1"
"Danbury School District","900118500","2015-2016","Eligible For Free Lunch","Chronically Absent Students","Percent","8.8"
"Danbury School District","900118500","2015-2016","Eligible For Reduced Lunch","Chronically Absent Students","Percent","5.7"
"Danbury School District","900118500","2015-2016","Not Eligible For Lunch","Chronically Absent Students","Percent","6.5"
"Darien School District","900118850","2011-2012","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2011-2012","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2011-2012","Not Eligible For Lunch","Chronically Absent Students","Percent","4.1"
"Darien School District","900118850","2012-2013","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2012-2013","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2012-2013","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Darien School District","900118850","2013-2014","Eligible For Free Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2013-2014","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2013-2014","Not Eligible For Lunch","Chronically Absent Students","Percent","3.6"
"Darien School District","900118850","2014-2015","Eligible For Free Lunch","Chronically Absent Students","Percent","10.4"
"Darien School District","900118850","2014-2015","Eligible For Reduced Lunch","Chronically Absent Students","Percent","-9999"
"Darien School District","900118850","2014-2015","Not Eligible For Lunch","Chronically Absent Students","Percent","4.2"
