"Chronic Absenteeism, 2019-20"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Chronically Absent",
"Regional School District 09","=""2090012""","Eligible For Reduced Lunch","*","*"
"Regional School District 09","=""2090012""","Not Eligible For Lunch",56,7.2
"Regional School District 10","=""2100012""","Eligible For Free Lunch","*","*"
"Regional School District 10","=""2100012""","Eligible For Reduced Lunch","*","*"
"Regional School District 10","=""2100012""","Not Eligible For Lunch",114,5.9
"Regional School District 11","=""2110012""","Eligible For Free Lunch",11,"*"
"Regional School District 11","=""2110012""","Eligible For Reduced Lunch","*","*"
"Regional School District 11","=""2110012""","Not Eligible For Lunch","*","*"
"Regional School District 12","=""2120012""","Eligible For Free Lunch","*","*"
"Regional School District 12","=""2120012""","Eligible For Reduced Lunch","*","*"
"Regional School District 12","=""2120012""","Not Eligible For Lunch",53,10.4
"Regional School District 13","=""2130012""","Eligible For Free Lunch",16,9.6
"Regional School District 13","=""2130012""","Eligible For Reduced Lunch",7,15.6
"Regional School District 13","=""2130012""","Not Eligible For Lunch",79,6.3
"Regional School District 14","=""2140012""","Eligible For Free Lunch",41,15.7
"Regional School District 14","=""2140012""","Eligible For Reduced Lunch",7,10.0
"Regional School District 14","=""2140012""","Not Eligible For Lunch",85,6.9
"Regional School District 15","=""2150012""","Eligible For Free Lunch",50,14.0
"Regional School District 15","=""2150012""","Eligible For Reduced Lunch",9,8.9
"Regional School District 15","=""2150012""","Not Eligible For Lunch",126,4.0
"Regional School District 16","=""2160012""","Eligible For Free Lunch",45,12.5
"Regional School District 16","=""2160012""","Eligible For Reduced Lunch",7,8.0
"Regional School District 16","=""2160012""","Not Eligible For Lunch",55,3.5
"Regional School District 17","=""2170012""","Eligible For Free Lunch","*","*"
"Regional School District 17","=""2170012""","Eligible For Reduced Lunch","*","*"
"Regional School District 17","=""2170012""","Not Eligible For Lunch",59,3.6
"Regional School District 18","=""2180012""","Eligible For Free Lunch","*","*"
"Regional School District 18","=""2180012""","Eligible For Reduced Lunch","*","*"
"Regional School District 18","=""2180012""","Not Eligible For Lunch",64,6.3
"Regional School District 19","=""2190012""","Eligible For Free Lunch",28,11.8
"Regional School District 19","=""2190012""","Eligible For Reduced Lunch","*","*"
"Regional School District 19","=""2190012""","Not Eligible For Lunch","*","*"
"Ridgefield School District","=""1180011""","Eligible For Free Lunch",32,14.3
"Ridgefield School District","=""1180011""","Eligible For Reduced Lunch",6,10.9
"Ridgefield School District","=""1180011""","Not Eligible For Lunch",358,8.2
"Rocky Hill School District","=""1190011""","Eligible For Free Lunch","*","*"
"Rocky Hill School District","=""1190011""","Eligible For Reduced Lunch","*","*"
"Rocky Hill School District","=""1190011""","Not Eligible For Lunch",111,5.3
"Salem School District","=""1210011""","Eligible For Free Lunch","*","*"
"Salem School District","=""1210011""","Eligible For Reduced Lunch","*","*"
"Salem School District","=""1210011""","Not Eligible For Lunch",20,6.1
"Salisbury School District","=""1220011""","Eligible For Free Lunch","*","*"
"Salisbury School District","=""1220011""","Eligible For Reduced Lunch","*","*"
"Salisbury School District","=""1220011""","Not Eligible For Lunch",11,5.4
"Scotland School District","=""1230011""","Eligible For Free Lunch","*","*"
"Scotland School District","=""1230011""","Eligible For Reduced Lunch",0,"*"
"Scotland School District","=""1230011""","Not Eligible For Lunch","*","*"
"Seymour School District","=""1240011""","Eligible For Free Lunch",127,19.0
"Seymour School District","=""1240011""","Eligible For Reduced Lunch",24,13.0
"Seymour School District","=""1240011""","Not Eligible For Lunch",76,5.7
"Sharon School District","=""1250011""","Eligible For Free Lunch",0,"*"
"Sharon School District","=""1250011""","Eligible For Reduced Lunch","*","*"
"Sharon School District","=""1250011""","Not Eligible For Lunch","*","*"
"Shelton School District","=""1260011""","Eligible For Free Lunch",212,18.0
"Shelton School District","=""1260011""","Eligible For Reduced Lunch",33,13.8
"Shelton School District","=""1260011""","Not Eligible For Lunch",243,7.6
"Sherman School District","=""1270011""","Eligible For Free Lunch",0,"*"
"Sherman School District","=""1270011""","Eligible For Reduced Lunch",0,"*"
"Sherman School District","=""1270011""","Not Eligible For Lunch",24,9.9
"Side By Side Charter School District","=""2700013""","Eligible For Free Lunch","*","*"
"Side By Side Charter School District","=""2700013""","Eligible For Reduced Lunch",0,0.0
"Side By Side Charter School District","=""2700013""","Not Eligible For Lunch","*","*"
"Simsbury School District","=""1280011""","Eligible For Free Lunch",52,12.3
"Simsbury School District","=""1280011""","Eligible For Reduced Lunch",10,6.3
"Simsbury School District","=""1280011""","Not Eligible For Lunch",195,5.6
"Somers School District","=""1290011""","Eligible For Free Lunch","*","*"
"Somers School District","=""1290011""","Eligible For Reduced Lunch","*","*"
"Somers School District","=""1290011""","Not Eligible For Lunch",61,5.2
"South Windsor School District","=""1320011""","Eligible For Free Lunch",116,18.1
"South Windsor School District","=""1320011""","Eligible For Reduced Lunch",12,7.9
"South Windsor School District","=""1320011""","Not Eligible For Lunch",224,6.0
"Southington School District","=""1310011""","Eligible For Free Lunch",229,19.6
"Southington School District","=""1310011""","Eligible For Reduced Lunch",34,12.6
"Southington School District","=""1310011""","Not Eligible For Lunch",259,5.4
"Sprague School District","=""1330011""","Eligible For Free Lunch",23,17.8
"Sprague School District","=""1330011""","Eligible For Reduced Lunch","*","*"
"Sprague School District","=""1330011""","Not Eligible For Lunch","*","*"
"Stafford School District","=""1340011""","Eligible For Free Lunch",93,20.0
"Stafford School District","=""1340011""","Eligible For Reduced Lunch",8,6.6
"Stafford School District","=""1340011""","Not Eligible For Lunch",66,8.4
"Stamford Academy District","=""2820013""","Eligible For Free Lunch","*","*"
"Stamford Academy District","=""2820013""","Eligible For Reduced Lunch","*","*"
"Stamford Academy District","=""2820013""","Not Eligible For Lunch",60,85.7
"Stamford Charter School for Excellence District","=""2960013""","Eligible For Free Lunch",9,"*"
"Stamford Charter School for Excellence District","=""2960013""","Eligible For Reduced Lunch",0,"*"
"Stamford Charter School for Excellence District","=""2960013""","Not Eligible For Lunch",14,7.9
"Stamford School District","=""1350011""","Eligible For Free Lunch",1397,17.4
"Stamford School District","=""1350011""","Eligible For Reduced Lunch",209,12.9
"Stamford School District","=""1350011""","Not Eligible For Lunch",670,10.0
"State Level","=""0000000""","Eligible For Free Lunch",39372,20.3
"State Level","=""0000000""","Eligible For Reduced Lunch",2919,10.6
"State Level","=""0000000""","Not Eligible For Lunch",19899,6.9
"Sterling School District","=""1360011""","Eligible For Free Lunch",35,32.1
"Sterling School District","=""1360011""","Eligible For Reduced Lunch","*","*"
"Sterling School District","=""1360011""","Not Eligible For Lunch","*","*"
"Stonington School District","=""1370011""","Eligible For Free Lunch",79,17.7
"Stonington School District","=""1370011""","Eligible For Reduced Lunch",11,12.9
"Stonington School District","=""1370011""","Not Eligible For Lunch",133,9.5
"Stratford School District","=""1380011""","Eligible For Free Lunch",559,20.0
"Stratford School District","=""1380011""","Eligible For Reduced Lunch",62,9.9
"Stratford School District","=""1380011""","Not Eligible For Lunch",316,9.7
"Suffield School District","=""1390011""","Eligible For Free Lunch",75,24.8
"Suffield School District","=""1390011""","Eligible For Reduced Lunch",8,14.8
"Suffield School District","=""1390011""","Not Eligible For Lunch",139,8.1
"The Bridge Academy District","=""2690013""","Eligible For Free Lunch",35,20.2
"The Bridge Academy District","=""2690013""","Eligible For Reduced Lunch",6,15.4
"The Bridge Academy District","=""2690013""","Not Eligible For Lunch",6,10.5
"The Gilbert School District","=""9020022""","Eligible For Free Lunch",47,32.0
"The Gilbert School District","=""9020022""","Eligible For Reduced Lunch",7,14.3
"The Gilbert School District","=""9020022""","Not Eligible For Lunch",36,13.1
"The Woodstock Academy District","=""9030022""","Eligible For Free Lunch",16,38.1
"The Woodstock Academy District","=""9030022""","Not Eligible For Lunch",103,9.6
"Thomaston School District","=""1400011""","Eligible For Free Lunch",29,12.8
"Thomaston School District","=""1400011""","Eligible For Reduced Lunch","*","*"
"Thomaston School District","=""1400011""","Not Eligible For Lunch","*","*"
"Thompson School District","=""1410011""","Eligible For Free Lunch",100,26.8
"Thompson School District","=""1410011""","Eligible For Reduced Lunch",15,17.9
"Thompson School District","=""1410011""","Not Eligible For Lunch",53,10.9
"Tolland School District","=""1420011""","Eligible For Free Lunch",31,14.0
"Tolland School District","=""1420011""","Eligible For Reduced Lunch",12,12.4
"Tolland School District","=""1420011""","Not Eligible For Lunch",82,4.1
"Torrington School District","=""1430011""","Eligible For Free Lunch",429,19.2
"Torrington School District","=""1430011""","Eligible For Reduced Lunch",29,8.4
"Torrington School District","=""1430011""","Not Eligible For Lunch",101,8.2
"Trumbull School District","=""1440011""","Eligible For Free Lunch",102,"*"
"Trumbull School District","=""1440011""","Eligible For Reduced Lunch",0,"*"
"Trumbull School District","=""1440011""","Not Eligible For Lunch",287,5.0
"Unified School District #1","=""3360015""","Eligible For Free Lunch",21,14.0
"Unified School District #2","=""3470015""","Eligible For Free Lunch",11,14.5
"Union School District","=""1450011""","Eligible For Free Lunch",0,"*"
"Union School District","=""1450011""","Not Eligible For Lunch","*","*"
"Vernon School District","=""1460011""","Eligible For Free Lunch",196,13.7
"Vernon School District","=""1460011""","Eligible For Reduced Lunch",15,7.4
"Vernon School District","=""1460011""","Not Eligible For Lunch",68,4.9
"Voluntown School District","=""1470011""","Eligible For Free Lunch","*","*"
"Voluntown School District","=""1470011""","Eligible For Reduced Lunch","*","*"
"Voluntown School District","=""1470011""","Not Eligible For Lunch",9,5.8
"Wallingford School District","=""1480011""","Eligible For Free Lunch",239,16.4
"Wallingford School District","=""1480011""","Eligible For Reduced Lunch",27,8.7
"Wallingford School District","=""1480011""","Not Eligible For Lunch",211,5.7
"Waterbury School District","=""1510011""","Eligible For Free Lunch",3345,23.2
"Waterbury School District","=""1510011""","Eligible For Reduced Lunch",44,8.0
"Waterbury School District","=""1510011""","Not Eligible For Lunch",394,13.0
"Waterford School District","=""1520011""","Eligible For Free Lunch",101,16.8
"Waterford School District","=""1520011""","Eligible For Reduced Lunch",21,12.7
"Waterford School District","=""1520011""","Not Eligible For Lunch",99,6.0
"Watertown School District","=""1530011""","Eligible For Free Lunch",135,17.8
"Watertown School District","=""1530011""","Eligible For Reduced Lunch",16,7.8
"Watertown School District","=""1530011""","Not Eligible For Lunch",120,7.2
"West Hartford School District","=""1550011""","Eligible For Free Lunch",343,16.6
"West Hartford School District","=""1550011""","Eligible For Reduced Lunch",36,9.8
"West Hartford School District","=""1550011""","Not Eligible For Lunch",382,5.6
"West Haven School District","=""1560011""","Eligible For Free Lunch",588,18.7
"West Haven School District","=""1560011""","Eligible For Reduced Lunch",35,9.4
"West Haven School District","=""1560011""","Not Eligible For Lunch",233,10.2
"Westbrook School District","=""1540011""","Eligible For Free Lunch","*","*"
"Westbrook School District","=""1540011""","Eligible For Reduced Lunch","*","*"
"Westbrook School District","=""1540011""","Not Eligible For Lunch",33,8.5
"Weston School District","=""1570011""","Eligible For Free Lunch","*","*"
"Weston School District","=""1570011""","Eligible For Reduced Lunch","*","*"
"Weston School District","=""1570011""","Not Eligible For Lunch",118,5.3
"Westport School District","=""1580011""","Eligible For Free Lunch",23,16.8
"Westport School District","=""1580011""","Eligible For Reduced Lunch",7,15.2
"Westport School District","=""1580011""","Not Eligible For Lunch",412,8.1
"Wethersfield School District","=""1590011""","Eligible For Free Lunch",111,14.0
"Wethersfield School District","=""1590011""","Eligible For Reduced Lunch",7,4.1
"Wethersfield School District","=""1590011""","Not Eligible For Lunch",95,3.7
"Willington School District","=""1600011""","Eligible For Free Lunch",21,16.0
"Willington School District","=""1600011""","Eligible For Reduced Lunch","*","*"
"Willington School District","=""1600011""","Not Eligible For Lunch","*","*"
"Wilton School District","=""1610011""","Eligible For Free Lunch","*","*"
"Wilton School District","=""1610011""","Eligible For Reduced Lunch","*","*"
"Wilton School District","=""1610011""","Not Eligible For Lunch",153,4.2
"Winchester School District","=""1620011""","Eligible For Free Lunch",35,13.5
"Winchester School District","=""1620011""","Eligible For Reduced Lunch","*","*"
"Winchester School District","=""1620011""","Not Eligible For Lunch","*","*"
"Windham School District","=""1630011""","Eligible For Free Lunch",449,21.5
"Windham School District","=""1630011""","Eligible For Reduced Lunch",20,10.7
"Windham School District","=""1630011""","Not Eligible For Lunch",71,9.1
"Windsor Locks School District","=""1650011""","Eligible For Free Lunch",126,18.3
"Windsor Locks School District","=""1650011""","Eligible For Reduced Lunch",16,15.2
"Windsor Locks School District","=""1650011""","Not Eligible For Lunch",58,8.1
"Windsor School District","=""1640011""","Eligible For Free Lunch",184,15.0
"Windsor School District","=""1640011""","Eligible For Reduced Lunch",27,10.5
"Windsor School District","=""1640011""","Not Eligible For Lunch",121,6.8
"Wolcott School District","=""1660011""","Eligible For Free Lunch",65,13.1
"Wolcott School District","=""1660011""","Eligible For Reduced Lunch",15,10.5
"Wolcott School District","=""1660011""","Not Eligible For Lunch",93,6.1
"Woodbridge School District","=""1670011""","Eligible For Free Lunch","*","*"
"Woodbridge School District","=""1670011""","Eligible For Reduced Lunch","*","*"
"Woodbridge School District","=""1670011""","Not Eligible For Lunch",52,7.3
"Woodstock School District","=""1690011""","Eligible For Free Lunch","*","*"
"Woodstock School District","=""1690011""","Eligible For Reduced Lunch","*","*"
"Woodstock School District","=""1690011""","Not Eligible For Lunch",58,9.1

